Data_da_Ocorrencia;Hora_da_Ocorrencia;Municipio;UF;Regiao;Descricao_do_Tipo;ICAO
12/10/2016;20:30:00;CARACARAÍ;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
12/10/2016;20:30:00;CARACARAÍ;RR;Norte;EXCURSÃO DE PISTA;null
15/02/2017;20:00:00;GUARULHOS;SP;Sudeste;COLISÃO COM AVE;null
07/03/2017;13:10:00;BRASÍLIA;DF;Centro-Oeste;OUTROS;null
04/02/2017;13:30:00;SÃO DESIDÉRIO;BA;Nordeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
08/02/2017;12:50:00;CARAVELAS;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/02/2017;12:50:00;CARAVELAS;BA;Nordeste;EXCURSÃO DE PISTA;null
03/02/2017;14:13:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
16/05/2015;12:28:00;IGARASSÚ;PE;Nordeste;EXCURSÃO DE PISTA;null
05/02/2017;00:00:00;ITAITUBA;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/02/2017;00:00:00;ITAITUBA;PA;Norte;EXCURSÃO DE PISTA;null
30/01/2017;17:15:00;FOZ DO IGUAÇU;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
31/03/2017;19:15:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/04/2017;15:00:00;JUNDIAÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/01/2017;13:58:00;SALVADOR;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/01/2017;20:00:00;ROSÁRIO DO SUL;RS;Sul;FOGO/FUMAÇA;null
04/04/2017;20:40:00;FORTALEZA;CE;Nordeste;FOGO/FUMAÇA;null
13/03/2017;17:30:00;PORTO ALEGRE DO NORTE;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
10/03/2015;21:35:00;ITAPEMA;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/06/2015;17:46:00;JOINVILLE;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/07/2018;15:29:00;CAMPO GRANDE;MS;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
05/07/2015;00:50:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/07/2015;22:50:00;UBERLÂNDIA;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/06/2017;09:29:00;PALMAS;TO;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/09/2017;11:20:00;GOIÂNIA;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
18/01/2018;20:28:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/05/2018;12:00:00;IRAÍ DE MINAS;MG;Sudeste;OPERAÇÃO A BAIXA ALTITUDE;null
21/03/2018;22:10:00;SÃO PAULO;SP;Sudeste;OUTROS;null
23/07/2018;17:20:00;PORTO FELIZ;SP;Sudeste;OUTROS;null
20/07/2018;11:00:00;MANAUS;AM;Norte;COLISÃO NO SOLO;null
05/07/2018;00:10:00;BELO HORIZONTE;MG;Sudeste;OUTROS;null
22/07/2018;12:40:00;PAULA FREITAS;PR;Sul;INDETERMINADO;null
21/07/2018;20:10:00;RIO DE JANEIRO;RJ;Sudeste;PERDA DE CONTROLE EM VOO;SIAN
20/07/2018;14:25:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/02/2018;15:00:00;BRAGANÇA PAULISTA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/02/2018;15:30:00;ARROIO GRANDE;RS;Sul;COLISÃO NO SOLO;null
18/02/2018;19:15:00;SÃO DESIDÉRIO;BA;Nordeste;PERDA DE CONTROLE EM VOO;null
28/02/2018;11:00:00;PASSO FUNDO;RS;Sul;PERDA DE CONTROLE NO SOLO;null
28/02/2018;11:00:00;PASSO FUNDO;RS;Sul;EXCURSÃO DE PISTA;null
25/01/2018;13:57:00;RECIFE;PE;Nordeste;OUTROS;null
15/12/2017;16:27:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/01/2018;18:35:00;GARIBALDI;RS;Sul;POUSO AQUÉM/ALÉM DA PISTA;null
18/01/2018;13:30:00;JUIZ DE FORA;MG;Sudeste;EXCURSÃO DE PISTA;SBJF
18/01/2018;13:30:00;JUIZ DE FORA;MG;Sudeste;PERDA DE CONTROLE NO SOLO;SBJF
09/08/2017;02:16:00;BRASÍLIA;DF;Centro-Oeste;OUTROS;null
13/01/2018;10:50:00;FORMOSA DO RIO PRETO;BA;Nordeste;PERDA DE CONTROLE NO SOLO;null
13/01/2018;10:50:00;FORMOSA DO RIO PRETO;BA;Nordeste;EXCURSÃO DE PISTA;null
28/07/2017;06:25:00;VITÓRIA;ES;Sudeste;OUTROS;null
08/08/2017;12:50:00;TEÓFILO OTONI;MG;Sudeste;EXCURSÃO DE PISTA;null
08/08/2017;12:50:00;TEÓFILO OTONI;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
13/01/2018;17:30:00;LINHARES;ES;Sudeste;OUTROS;null
23/01/2018;21:00:00;ITAITUBA;PA;Norte;EXCURSÃO DE PISTA;null
06/08/2017;21:00:00;BOCA DO ACRE;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/08/2017;12:43:00;CURITIBA;PR;Sul;OUTROS;null
04/08/2017;14:45:00;FORMOSA;GO;Centro-Oeste;OUTROS;null
01/08/2017;21:00:00;SANTANA DO ARAGUAIA;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/08/2017;15:15:00;FOZ DO IGUAÇU;PR;Sul;OUTROS;null
02/08/2017;21:10:00;JUNDIAÍ;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
01/08/2017;04:45:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
01/07/2017;22:32:00;SÃO PAULO;SP;Sudeste;null;null
03/08/2017;11:30:00;SÃO PAULO;SP;Sudeste;COLISÃO COM AVE;null
28/07/2017;17:05:00;VENÂNCIO AIRES;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
27/07/2017;18:43:00;COTIA;SP;Sudeste;EXCURSÃO DE PISTA;null
30/07/2017;19:36:00;IPERÓ;SP;Sudeste;FOGO/FUMAÇA;null
16/07/2017;03:09:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
20/07/2017;11:00:00;SANTO ANTONIO DO LEVERGER;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;APUA
26/07/2017;16:51:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/07/2017;19:00:00;PARÁ DE MINAS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
04/08/2007;18:51:00;RECIFE;PE;Nordeste;EXCURSÃO DE PISTA;null
20/01/2017;10:04:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/01/2017;15:20:00;ITUPEVA;SP;Sudeste;COLISÃO COM AVE;null
16/01/2017;12:30:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
29/04/2017;10:00:00;PORTO ALEGRE;RS;Sul;OUTROS;null
02/06/2017;18:30:00;OURO;SC;Sul;OUTROS;null
27/05/2017;13:20:00;ITANHAÉM;SP;Sudeste;COLISÃO COM AVE;null
30/12/2016;20:30:00;BARRO ALTO;GO;Centro-Oeste;OUTROS;null
03/02/2017;15:12:00;BELÉM;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/12/2016;14:20:00;JUNDIAÍ;SP;Sudeste;COLISÃO COM AVE;null
18/01/2017;11:43:00;ARACAJU;SE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
18/01/2017;09:45:00;CAMOCIM;CE;Nordeste;PERDA DE CONTROLE EM VOO;null
23/12/2016;10:00:00;NOVO HORIZONTE;SP;Sudeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
13/12/2016;19:30:00;PRIMAVERA DO LESTE;MT;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
08/12/2016;12:30:00;GOIÂNIA;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
08/12/2016;12:30:00;GOIÂNIA;GO;Centro-Oeste;EXCURSÃO DE PISTA;null
19/11/2016;15:15:00;SÃO SEBASTIÃO DO PARAÍSO;MG;Sudeste;COMBUSTÍVEL;null
28/11/2016;16:07:00;SÃO JOSÉ DOS CAMPOS;SP;Sudeste;EXCURSÃO DE PISTA;null
28/11/2016;16:07:00;SÃO JOSÉ DOS CAMPOS;SP;Sudeste;OUTROS;null
13/07/2018;17:10:00;RECIFE;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/07/2018;14:25:00;CAIRU;BA;Nordeste;EXCURSÃO DE PISTA;null
20/07/2018;12:30:00;TIMON;MA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
22/07/2018;14:25:00;CAIRU;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
20/07/2018;13:30:00;BRAGANÇA PAULISTA;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
18/07/2018;13:00:00;BRASÍLIA;DF;Centro-Oeste;OPERAÇÕES NO SOLO;null
18/07/2018;17:15:00;SANTANA DO LIVRAMENTO;RS;Sul;PERDA DE CONTROLE NO SOLO;null
18/07/2018;17:15:00;SANTANA DO LIVRAMENTO;RS;Sul;EXCURSÃO DE PISTA;null
18/07/2018;19:59:00;JERICOACOARA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/08/2014;21:05:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/07/2018;16:05:00;SERRA DOURADA;BA;Nordeste;OUTROS;Fora de Aeródromo
25/05/2018;19:30:00;GOIÂNIA;GO;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
25/05/2018;19:30:00;GOIÂNIA;GO;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
13/07/2018;20:15:00;JUAZEIRO DO NORTE;CE;Nordeste;OUTROS;null
16/07/2018;16:20:00;MATINHOS;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
23/01/2018;19:00:00;ANÁPOLIS;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/01/2018;09:00:00;ARROIO GRANDE;RS;Sul;PERDA DE CONTROLE NO SOLO;null
12/02/2018;21:30:00;ITAPETININGA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
11/02/2018;13:30:00;RIO BRANCO;AC;Norte;PERDA DE CONTROLE EM VOO;null
14/02/2018;17:15:00;PASSO FUNDO;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
01/02/2018;18:10:00;MATA;RS;Sul;POUSO AQUÉM/ALÉM DA PISTA;null
07/02/2018;17:50:00;SÃO LUIS;MA;Nordeste;COLISÃO NO SOLO;null
07/02/2018;07:37:00;VITÓRIA;ES;Sudeste;COLISÃO COM AVE;null
09/02/2018;19:07:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/02/2018;18:00:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
21/01/2018;15:40:00;VILA VELHA;ES;Sudeste;EXCURSÃO DE PISTA;null
21/01/2018;15:40:00;VILA VELHA;ES;Sudeste;PERDA DE CONTROLE NO SOLO;null
20/11/2017;21:00:00;LONDRINA;PR;Sul;OUTROS;null
19/07/2017;13:57:00;FORTALEZA;CE;Nordeste;OUTROS;null
17/07/2017;19:00:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2017;11:30:00;SÃO VICENTE;SP;Sudeste;OUTROS;null
18/01/2018;11:15:00;ITABELA;BA;Nordeste;OPERAÇÃO A BAIXA ALTITUDE;null
24/07/2017;17:00:00;LONDRINA;PR;Sul;OUTROS;null
25/07/2017;12:43:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/07/2017;19:05:00;BELÉM;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/07/2017;08:43:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/07/2017;13:00:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
21/07/2017;15:40:00;FRANCISCO BELTRÃO;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/06/2017;16:33:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/07/2017;18:00:00;CABO FRIO;RJ;Sudeste;OUTROS;null
01/07/2017;20:30:00;LUZIÂNIA;GO;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
01/07/2017;20:30:00;LUZIÂNIA;GO;Centro-Oeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
17/07/2017;11:00:00;PONTA GROSSA;PR;Sul;PERDA DE CONTROLE NO SOLO;null
26/06/2017;14:08:00;CURITIBA;PR;Sul;INCURSÃO EM PISTA;null
17/07/2017;14:30:00;GUARULHOS;SP;Sudeste;OUTROS;null
13/07/2017;21:15:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/07/2017;15:20:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/07/2017;20:20:00;UBATUBA;SP;Sudeste;EXCURSÃO DE PISTA;null
13/10/2016;16:15:00;CANELA;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
12/12/2016;09:34:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/06/2017;13:34:00;PALMAS;TO;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
02/06/2017;20:30:00;BOCA DO ACRE;AM;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/05/2017;19:00:00;MUNDO NOVO;MS;Centro-Oeste;INDETERMINADO;null
24/05/2017;20:49:00;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/09/2016;19:00:00;ANAMÃ;AM;Norte;PERDA DE CONTROLE EM VOO;null
21/09/2016;14:15:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
19/09/2016;20:00:00;MIRANDA;MS;Centro-Oeste;INDETERMINADO;null
18/09/2016;19:45:00;VOTUPORANGA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
18/09/2016;19:45:00;VOTUPORANGA;SP;Sudeste;EXCURSÃO DE PISTA;null
24/09/2016;12:35:00;BRAGANÇA PAULISTA;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
23/09/2016;14:25:00;PONTA GROSSA;PR;Sul;PERDA DE CONTROLE NO SOLO;null
24/09/2016;20:16:00;MARINGÁ;PR;Sul;MÉDICO;null
29/09/2016;13:05:00;BRAGANÇA PAULISTA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/04/2017;14:00:00;MINAS GERAIS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/04/2017;15:00:00;SÃO JOSÉ DO RIO PARDO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/12/2016;17:00:00;LUZIÂNIA;GO;Centro-Oeste;CONTATO ANORMAL COM A PISTA;null
09/07/2018;03:00:00;BELO HORIZONTE;MG;Sudeste;TURBULÊNCIA;null
05/07/2018;19:06:00;MONTES CLAROS;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
09/07/2017;14:00:00;CORUMBÁ;MS;Centro-Oeste;CONTATO ANORMAL COM A PISTA;null
10/07/2018;17:15:00;MARINGÁ;PR;Sul;CONTATO ANORMAL COM A PISTA;null
10/07/2018;11:20:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
11/10/2017;16:00:00;"	ITAITUBA";PA;Norte;PERDA DE CONTROLE EM VOO;null
10/04/2018;23:40:00;CAMPO GRANDE;MS;Centro-Oeste;EXCURSÃO DE PISTA;null
10/04/2018;23:40:00;CAMPO GRANDE;MS;Centro-Oeste;COLISÃO COM FAUNA;null
03/07/2018;18:00:00;CUMARU DO NORTE;PA;Norte;INDETERMINADO;null
12/07/2018;10:50:00;ITÁPOLIS;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
12/07/2018;10:50:00;ITÁPOLIS;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
16/07/2018;22:00:00;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/07/2018;19:00:00;BOM DESPACHO;MG;Sudeste;PERDA DE CONTROLE EM VOO;null
22/07/2018;18:20:00;GUARATUBA;PR;Sul;EXCURSÃO DE PISTA;null
22/07/2018;18:20:00;GUARATUBA;PR;Sul;PERDA DE CONTROLE NO SOLO;null
10/07/2018;10:38:00;BELÉM;PA;Norte;FOGO/FUMAÇA;null
04/07/2018;13:00:00;TANGARÁ DAQ SERRA;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/06/2018;19:00:00;NOVA PRATA;RS;Sul;OUTROS;null
09/07/2018;14:07:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/01/2018;17:40:00;QUATRO IRMÃOS;RS;Sul;OPERAÇÃO A BAIXA ALTITUDE;null
26/12/2017;14:16:00;SÃO PAULO;SP;Sudeste;OUTROS;null
10/01/2018;12:00:00;DOM PEDRITO;RS;Sul;INDETERMINADO;null
10/01/2018;16:20:00;DOM PEDRITO;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/01/2018;23:30:00;VITÓRIA DA CONQUISTA;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/01/2018;09:05:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
15/01/2018;12:43:00;AQUIRAZ;CE;Nordeste;PERDA DE CONTROLE EM VOO;null
11/01/2018;11:14:00;BENTO GONÇALVES;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/01/2018;10:07:00;JUNDIAÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBJD
12/01/2018;06:00:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
04/01/2018;16:08:00;BELO HORIZONTE;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
10/01/2018;12:00:00;SÃO LOURENÇO DO SUL;RS;Sul;EXCURSÃO DE PISTA;null
05/01/2018;16:20:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/01/2018;10:30:00;ITAPEMA;SC;Sul;PERDA DE CONTROLE EM VOO;null
04/01/2018;20:44:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/07/2017;23:30:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/07/2017;14:20:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO COM AVE;null
09/07/2017;16:15:00;CAMPO MOURÃO;PR;Sul;PERDA DE CONTROLE NO SOLO;null
11/07/2017;11:05:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
11/07/2017;03:10:00;PORTO ALEGRE;RS;Sul;OUTROS;null
09/07/2017;13:45:00;TEFÉ;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/07/2017;11:00:00;COROATÁ;MA;Nordeste;OUTROS;null
08/07/2017;15:00:00;CAMPO NOVO DO PARECIS;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
10/07/2017;17:55:00;LAJES;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/07/2017;19:05:00;JOINVILLE;SC;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
11/07/2017;20:10:00;BARRETOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
13/06/2017;02:35:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
09/07/2017;17:11:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/05/2017;04:47:00;PORTO VELHO;RO;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/07/2017;15:25:00;BELÉM;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/05/2017;12:00:00;GOIÂNIA;GO;Centro-Oeste;COLISÃO NO SOLO;null
04/12/2016;18:00:00;SÃO LOURENÇO DA SERRA;SP;Sudeste;PERDA DE CONTROLE EM VOO;null
24/01/2017;19:45:00;CAÇU;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/12/2016;10:25:00;CARUARU;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
02/12/2016;19:30:00;FORTALEZA;CE;Nordeste;FOGO/FUMAÇA;null
28/12/2016;17:20:00;GUARAPARI;ES;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/12/2016;17:20:00;GUARAPARI;ES;Sudeste;EXCURSÃO DE PISTA;null
14/11/2016;14:30:00;TRIUNFO;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/01/2017;12:30:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
09/01/2017;10:24:00;CUIABÁ;MT;Centro-Oeste;COLISÃO NO SOLO;null
10/01/2017;10:23:00;CURITIBA;PR;Sul;OUTROS;null
04/02/2017;20:30:00;RESTINGA SECA;RS;Sul;PERDA DE CONTROLE EM VOO;null
13/01/2017;16:00:00;BURITAMA;SP;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
14/01/2017;19:00:00;QUERÊNCIA DO NORTE;PR;Sul;OUTROS;null
12/01/2017;12:50:00;SÃO LOURENÇO;MG;Sudeste;COLISÃO NO SOLO;null
08/07/2018;12:15:00;BAURU;SP;Sudeste;EXCURSÃO DE PISTA;null
08/07/2018;12:15:00;BAURU;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
08/07/2018;17:42:00;GUARATINGUETÁ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/06/2018;20:09:00;BELO HORIZONTE;MG;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
27/06/2018;17:50:00;SORRISO;MT;Centro-Oeste;EXCURSÃO DE PISTA;null
27/06/2018;17:50:00;SORRISO;MT;Centro-Oeste;OUTROS;null
01/07/2018;18:30:00;BELO HORIZONTE;MG;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
01/07/2018;20:00:00;BOM JESUS DO GALHO;MG;Sudeste;PERDA DE CONTROLE EM VOO;null
02/07/2018;15:25:00;PARATY;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/05/2018;21:20:00;VITÓRIA;ES;Sudeste;OPERAÇÕES NO SOLO;null
02/07/2018;17:33:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2018;19:10:00;TORRES;RS;Sul;CONTATO ANORMAL COM A PISTA;null
30/11/2017;21:33:00;SÃO PAULO;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
26/12/2017;21:00:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2018;19:10:00;TORRES;RS;Sul;EXCURSÃO DE PISTA;null
29/06/2018;12:10:00;ITAITUBA;PA;Norte;INDETERMINADO;null
27/06/2018;17:30:00;ITAITUBA;PA;Norte;OUTROS;null
26/06/2018;09:10:00;SÃO PAULO;SP;Sudeste;MANOBRA ABRUPTA;null
26/06/2018;22:40:00;PORTO ALEGRE;RS;Sul;OPERAÇÕES NO SOLO;null
20/06/2018;11:00:00;CURITIBA;PR;Sul;OUTROS;null
23/06/2018;02:08:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/01/2018;20:45:00;PORTO SEGURO;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
05/01/2018;19:00:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
05/01/2018;03:17:00;GUARULHOS;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
04/01/2018;23:38:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGL
03/01/2018;13:51:00;ARROIO GRANDE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/01/2018;11:36:00;PORTO SEGURO;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/12/2017;18:30:00;FORTALEZA;CE;Nordeste;OUTROS;null
30/11/2017;21:33:00;SÃO PAULO;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
23/12/2017;17:50:00;CAMPINAS;SP;Sudeste;OUTROS;null
30/12/2017;16:45:00;DOM PEDRITO;RS;Sul;PERDA DE CONTROLE EM VOO;null
29/12/2017;17:30:00;UBATUBA;SP;Sudeste;EXCURSÃO DE PISTA;null
23/12/2017;19:30:00;CATUTI;MG;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
